name,rtg,oil_water,fish_type,country,brand,salt,sugar,sauce,boneless,skinless,pieces,size_g,size_oz,smoked,grilled,citrus,garlic,chili_pepper,tomato,dairy,gluten,organic,kosher_cert,servings,sodium_per_serving,rda_sodium
Matiz Small Sardines with Sweet Piquillo Peppers,6.5,Olive Oil,sardines,Spain,Matiz,Yes,No,Piquillo Peppers,No,No,Unstated,85,3.0,No,No,No,No,No,No,No,No,No,None,1,310,14
Matiz Spicy Sardines with Piri Piri Pepper,5.5,Olive Oil,sardines,Spain,Matiz,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,None,1,336,15
Matiz Wild Cod in Spanish Olive Oil,11,Olive Oil,cod,Spain,Matiz,Yes,No,None,Yes,No,Unstated,111,4.0,No,No,No,No,No,No,No,No,No,None,1,470,20
Minerva Mackerel Fillets in Organic Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",mackerel,Portugal,Minerva,Yes,No,None,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,None,?,1000,?
Minerva Mackerel Fillets in Spiced Olive Oil with Pickles,9,Olive Oil,mackerel,Portugal,Minerva,Yes,No,"Spiced/Spicy Carrot, Cucumber, Piri Piri",Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,?,1000,?
Minerva Mackerel Fillets in Olive Oil,9,Olive Oil,mackerel,Portugal,Minerva,Yes,No,None,Yes,Yes,Unstated,120,4.2,No,No,No,No,No,No,No,No,No,None,1,840,37
Minerva Sardines in Olive Oil,7,Olive Oil,sardines,Portugal,Minerva,Yes,No,None,No,No,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,?,800,?
Minerva Sardines in Olive Oil with Lemon,7,Olive Oil,sardines,Portugal,Minerva,Yes,No,Lemon,No,No,Unstated,120,4.2,No,No,Yes,No,No,No,No,No,No,None,?,800,?
Minerva Sardines in Olive Oil in Tomato,7,Olive OIl,sardines,Portugal,Minerva,Yes,No,Tomato,No,No,Unstated,120,4.2,No,No,No,No,No,Yes,No,No,No,None,1,600,26
Minerva Sardines in Organic Extra Virgin Olive Oil,11,"Extra Virgin Olive Oil, Organic",sardines,Portugal,Minerva,Yes,No,None,No,No,Unstated,120,4.2,No,No,No,No,No,No,No,No,Yes,None,?,900,?
Minerva Sardines in Organic Extra Virgin Olive Oil with Piri Piri Pepper,11,"Extra Virgin Olive Oil, Organic",sardines,Portugal,Minerva,Yes,No,Spiced/Spicy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,Yes,None,?,900,?
Minerva Sardines in Spicy Olive Oil with Pickled Vegetables,7,Olive Oil,sardines,Portugal,Minerva,Yes,No,Spiced/picy,No,No,Unstated,120,4.2,No,No,No,No,Yes,No,No,No,No,None,1,417,18
Minerva Sardines Skinless & Boneless in Hot Tomato Sauce,9.5,Olive Oil,sardines,Portugal,Minerva,Yes,No,Spiced/Spicy Tomato,Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,Yes,No,No,No,None,?,680,?
Minerva Sardines Skinless & Boneless in Olive Oil,9.5,Olive Oil,sardines,Portugal,Minerva,Yes,No,None,Yes,Yes,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,?,425,?
Minerva Sardines Skinless & Boneless in Spiced Olive Oil and Pickles,9,Olive Oil,sardines,Portugal,Minerva,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,?,425,?
Minerva Skipjack Tuna Fillets in Olive Oil,11.5,Olive Oil,tuna,Portugal,Minerva,Yes,No,None,,,,120,4.0,No,No,No,No,No,No,No,No,No,None,?,700,?
Minerva Skipjack Tuna Fillets in Organic Extra Virgin Olive Oil,14.5,"Extra Virgin Olive Oil, Organic",tuna,Portugal,Minerva,Yes,No,None,,,,120,4.0,No,No,No,No,No,No,No,No,Yes,None,?,700,?
Minerva Skipjack Tuna Fillets in Spiced Olive Oil,11,Olive OIl,tuna,Portugal,Minerva,Yes,No,Spiced/Spicy,,,Unstated,120,4.0,No,No,No,No,Yes,No,No,No,No,None,?,490,?
Minerva Ventresca of Yellowfin Tuna in Olive Oil,16.5,Olive Oil,tuna,Portugal,Minerva,Yes,No,None,,,Unstated,120,4.0,No,No,No,No,No,No,No,No,No,None,?,700,?
"Mouettes d’Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2022”",12.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,,,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
"Mouettes d’Arvor Sardines in Extra Virgin Olive Oil, Vintage “Saison 2022”",12.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
Mouettes d’Arvor Rillettes de Langoustine aux graines de Souchet (Langoustine Rillettes with Tiger Nuts),11,Sunflower Oil,lobster,France,Mouettes d'Arvor,Yes,No,Tiger nuts,Yes,Yes,,125,4.4,No,No,No,Yes,No,No,Yes,No,No,None,2,310,
Mouettes d'Arvor Boneless Whole Sardines in Extra Virgin Olive Oil,14,"Extra Virgin Olive Oil, Organic",sardines,France,Mouettes d'Arvor,Yes,No,None,Yes,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,None,2,280,10
Mouettes d'Arvor Filets de maquereaux au naturel (Mackerel Fillets in Brine),9,Water,mackerel,France,Mouettes d'Arvor,Yes,No,None,Yes,Yes,Unstated,169,5.96,No,No,No,No,No,No,No,No,No,None,3,200,9
Mouettes d'Arvor Mackerel Fillets in Catalan Sauce (Filets de Maquereaux à la Catalane),10.5,Sunflower Oil,mackerel,France,Mouettes d'Arvor,Yes,Yes,Catalan,Yes,No,Unstated,169,5.96,No,No,No,No,No,Yes,No,No,No,None,3,116,5
Mouettes d'Arvor Mackerel Fillets in Escabeche,10.5,Sunflower Oil,mackerel,France,Mouettes d'Arvor,Yes,No,Escabeche,Yes,Yes,Unstated,169,5.96,No,No,No,No,No,Yes,No,No,No,None,3,94,4
Mouettes d'Arvor Mackerel Fillets with Lemon and Basil,10.5,Sunflower Oil,mackerel,France,Mouettes d'Arvor,Yes,Yes,"Mustard, Lemon Juice, Basil",Yes,Yes,Unstated,176,6.2,No,No,Yes,No,No,No,No,No,No,None,3,69,3
Mouettes d'Arvor Mackerel Fillets with Organic Brittany Seaweed,10,Extra Virgin Olive Oil,mackerel,France,Mouettes d'Arvor,Yes,No,Seaweed,Yes,No,Unstated,176,6.2,No,No,No,No,No,No,No,No,Yes,None,3,45,2
Mouettes d'Arvor Mackerel in Muscadet Wine & Herbs,9,Water,mackerel,France,Mouettes d'Arvor,Yes,No,"Vinegar, Wine",Yes,No,Unstated,176,6.2,No,No,No,No,No,No,No,No,No,None,3,40,2
Mouettes d'Arvor Mackerel in Mustard & Crème Fraiche,9,Sunflower Oil,mackerel,France,Mouettes d'Arvor,Yes,No,"Mustard, Cream",Yes,No,Unstated,169,5.96,No,No,No,Yes,No,No,Yes,No,No,None,3,290,13
Mouettes d'Arvor Rillettes de Maquereaux à la moutarde à l'ancienne (Mackerel Rillette with whole grain mustard),9,Sunflower Oil,mackerel,France,Mouettes d'Arvor,Yes,No,"Mustard, Onion",,,,125,4.4,No,No,No,No,No,No,No,No,No,None,2,190,8
Mouettes d'Arvor Rillettes de Merlu au cidre (Hake rillettes with cider),9,Sunflower Oil,hake,France,Mouettes d'Arvor,Yes,No,"Cream, Onion, Garlic, Cider",,,,125,4.4,No,No,No,Yes,No,No,Yes,No,No,None,2,290,13
Mouettes d'Arvor Rillettes de noix de Saint-Jacques (Scallop Rillettes),12,"Butter, Sunflower Oil",scallops,France,Mouettes d'Arvor,Yes,No,"Carrots, Butter, Onion, Garlic",,,,125,4.4,No,No,No,Yes,No,No,Yes,Yes,No,None,2,360,16
Mouettes d'Arvor Rillettes de Thon Blanc aux tomates séchées (Albacore with sun-dried tomatoes),9.5,Sunflower Oil,tuna,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,,,,125,4.4,No,No,No,Yes,No,Yes,No,No,No,None,2,240,11
Mouettes d'Arvor Rillettes of Salmon w/ Lemon & Dill,9,Sunflower Oil,salmon,France,Mouettes d'Arvor,Yes,No,"Lemon, Dill",,,Rillette,125,4.4,No,No,Yes,No,No,No,No,No,No,None,2,475,21
Mouettes d'Arvor Rillettes of Tuna & Fromage Frais,9,Sunflower Oil,tuna,France,Mouettes d'Arvor,Yes,No,"Cheese, Fromage Frais (cream cheese)",,,Rillette,125,4.0,No,No,No,Yes,No,No,Yes,No,No,None,2,90,4
Mouettes d'Arvor Sardine Fillets in Extra Virgin Olive Oil,10,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,Yes,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,298,13
Mouettes d'Arvor Sardine Rillettes with Fresh Tomato,9,Sunflower Oil,sardines,France,Mouettes d'Arvor,Yes,No,"Tomato, Onion, Red Pepper",,,,125,4.4,No,No,No,No,No,Yes,No,No,No,None,2,250,11
Mouettes d'Arvor Sardines in EVOO w/ Lemon Confit & Chili Pepper,9.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,"Lemon, Chili",No,No,Unstated,115,4.0,No,No,Yes,No,Yes,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in EVOO with Basil and Thyme,11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,"Basil, Thyme",No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil,11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Chili (Pili-Pili),11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Spiced/Spicy,No,No,Unstated,115,4.0,No,No,No,No,Yes,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Lemon,11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil and Tomato Sauce,10,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,Yes,Tomato,No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,None,2,180,8
Mouettes d'Arvor Sardines in Extra Virgin Olive Oil with Sichuan Pepper,11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Sichuan Pepper,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Commemorative ""Brest 2020""",16,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2018""",13,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,240,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2020""",13.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Saison 2021""",12.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville bleue 2019""",11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,240,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage ""Ville Bleue 2020""",13.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,240,10
"Mouettes d'Arvor Sardines in Extra Virgin Olive Oil, Vintage “Ville Bleue 2021”",12.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,10
Mouettes d'Arvor Sardines in Olive Oil with Sun-Dried Tomatoes,11,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Sun-Dried Tomatoes,No,No,Unstated,115,4.0,No,No,No,No,No,Yes,No,No,No,None,2,316,14
Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Brittany Seaweed,10,"Extra Virgin Olive Oil, Organic",sardines,France,Mouettes d'Arvor,Yes,No,Seaweed,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,None,2,240,10
Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Piment d'Espelette,10,"Extra Virgin Olive Oil, Organic",sardines,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,Yes,None,2,280,10
"Mouettes d'Arvor Sardines in Organic Extra Virgin Olive Oil with Yuzu, Orange and Grapefruit",10,"Extra Virgin Olive Oil, Organic; Sunflower Oil, Organic",sardines,France,Mouettes d'Arvor,Yes,No,"Yuzu, Grapefruit, Orange",No,No,Unstated,115,4.0,No,No,Yes,No,No,No,No,No,Yes,None,2,280,10
Mouettes d'Arvor Sardines in Peanut Oil,11,Peanut Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,No,No,No,None,2,280,12
Mouettes d'Arvor Sardines with Butter & Sea Salt from Guérande,11.5,Butter,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,115,4.0,No,No,No,No,No,No,Yes,No,No,None,2,440,20
"Mouettes d'Arvor Sardines with Persillade (butter, garlic, parsley)",11.5,Butter,sardines,France,Mouettes d'Arvor,Yes,No,"Garlic, Parsley",No,No,Unstated,115,4.0,No,No,No,Yes,No,No,Yes,No,No,None,2,530,24
Mouettes d'Arvor Sardinettes in Olive Oil 8/10,11.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,None,No,No,8/10,100,3.5,No,No,No,No,No,No,No,No,No,None,2,120,5
Mouettes d'Arvor Sardinettes in Olive Oil with Lemon 8/10,11.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Lemon,No,No,8/10,100,3.5,No,No,Yes,No,No,No,No,No,No,None,2,296,13
Mouettes d'Arvor Sardinettes in Olive Oil with Piment d'Espelette 8/10,11.5,Extra Virgin Olive Oil,sardines,France,Mouettes d'Arvor,Yes,No,Piment d'Espelette,No,No,8/10,100,3.5,No,No,No,No,No,No,No,No,No,None,2,120,5
Mouettes d'Arvor Thon Blanc Germon (Albacore) Steak in Organic Extra Virgin Olive Oil,16,"Extra Virgin Olive Oil, Organic",tuna,France,Mouettes d'Arvor,Yes,No,None,,,,160,5.3,No,No,No,No,No,No,No,No,Yes,None,3,130,6
Mouettes d'Arvor Tuna Rillettes with Green Peppercorn (Rillettes de Thon au poivre vert),9,Sunflower Oil,tuna,France,Mouettes d'Arvor,Yes,No,Green Peppercorn,,,,125,4.4,No,No,No,No,No,No,No,No,No,None,2,128,6
Mouettes d'Arvor Whole Anchovy in Extra Virgin Olive Oil,10.5,Extra Virgin Olive Oil,anchovy,France,Mouettes d'Arvor,Yes,No,None,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,No,No,None,2,240,11
Mouettes d’Arvor Cod Liver,7,Cod Liver Oil,cod,France,Mouettes d'Arvor,Yes,No,None,,,,120,4.2,No,No,No,No,No,No,No,No,No,None,2,1980,90
Mouettes d’Arvor Thon à la Catalane Bio (Skipjack Tuna in Organic Catalan Sauce),10.5,Sunflower Oil,tuna,France,Mouettes d'Arvor,Yes,Yes,Catalan Sauce,,,,160,5.3,No,No,No,No,No,Yes,No,No,No,None,3,80,4
Mouettes d’Arvor Thon au Citron Confit au Gingembre Bio (Skipjack Tuna with Organic Lemon and Ginger Confit),10.5,"Extra Virgin Olive Oil, Sunflower Oil",tuna,France,Mouettes d'Arvor,Yes,No,"confit lemon with ginger* 3% (confit lemon* with salt (44%), sunflower* oil, ginger (2%), alcohol vinegar*, spices*)",,,,160,5.3,No,No,Yes,No,No,No,No,No,No,None,3,57,3
Nissui Mackerel in Miso,4.5,Miso,mackerel,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,190,6.7,No,No,No,No,No,No,No,No,No,None,2,440,19
Nissui Mackerel in Oil,4.5,Soybean Oil,mackerel,Japan,Nissui,Yes,No,None,No,No,Unstated,185,6.52,No,No,No,No,No,No,No,No,No,None,2,290,13
Nissui Mackerel in Soy Sauce,4.5,Soy Sauce,mackerel,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,190,6.7,No,No,No,No,No,No,No,Yes,No,None,2,460,20
Nissui Whole Sardines in Miso (Iwashi Miso Ni),4.5,Miso,sardines,Japan,Nissui,Yes,Yes,Miso,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,No,No,None,1,570,25
Nissui Whole Sardines in Sweet Soy Sauce (Iwashi Ajitsuke),4.5,Soy Sauce,sardines,Japan,Nissui,Yes,Yes,Soy Sauce,No,No,Unstated,100,3.53,No,No,No,No,No,No,No,Yes,No,None,1,670,29
Nuri Mackerel Fillets in Olive Oil,8.5,Olive Oil,mackerel,Portugal,Nuri,Yes,No,None,Yes,Yes,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,1,500,22
Nuri Sardines in Extra Spicy Olive Oil 3/5,8.5,Olive Oil,sardines,Portugal,Nuri,Yes,No,Spiced/Spicy,No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,1,1000,21
Nuri Sardines in Olive Oil 3/5,7,Olive Oil,sardines,Portugal,Nuri,Yes,No,None,No,No,Unstated,125,4.4,No,No,No,No,No,No,No,No,No,None,1,500,22
Nuri Sardines in Spiced Tomato Sauce 3/5,7,Olive Oil,sardines,Portugal,Nuri,Yes,No,"Spiced/Spicy, Tomato, Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,Yes,No,No,No,None,1,500,22
Nuri Sardines in Tomato Sauce 3/5,7,Olive Oil,sardines,Portugal,Nuri,Yes,No,Tomato,No,No,Unstated,125,4.4,No,No,No,No,No,Yes,No,No,No,None,1,500,22
Nuri Spiced Mackerel Fillets in Olive Oil,8.5,Olive Oil,mackerel,Portugal,Nuri,Yes,No,Spiced/Spicy,Yes,Yes,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,1,500,22
Nuri Spiced Sardine Pâté,8,Olive Oil,sardines,Portugal,Nui,Yes,No,"Tomato, Chickpea, Carrot, Bay, Laurel",Yes,,Unstated,65,2.29,No,No,No,No,Yes,Yes,No,No,No,None,1,200,8
Nuri Spiced Sardines in Olive Oil 3/5,7,Olive Oil,sardines,Portugal,Nuri,Yes,No,"Spiced/Spicy, Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,1,500,22
Nuri Spiced Small Whole Mackerel in Olive Oil,7,Olive Oil,mackerel,Portugal,Nuri,Yes,No,"Spiced/Spicy Cucumber, Chili, Carrot",No,No,Unstated,125,4.4,No,No,No,No,Yes,No,No,No,No,None,1,500,22
Ocean’s Brisling Sardines (Sprats) in Olive Oil,5,Olive Oil,sprats,Scotland,Ocean's,Yes,No,None,No,No,Unstated,106,3.75,No,No,No,No,No,No,No,No,No,None,1,380,17
Ocean’s Brisling Sardines (Sprats) Mediterranean,5,Olive Oil/Sunflower Oil,sprats,Scotland,Ocean's,Yes,No,"Olives, peppers, herbs",No,No,Unstated,106,3.75,No,No,No,Yes,No,No,No,No,No,None,1,210,9
Ocean’s Mackerel Fillets in Korma Curry Sauce,5,Sunflower Oil,mackerel,Scotland,Ocean's,Yes,Yes,Curry,Yes,Yes,Unstated,125,4.41,No,No,No,Yes,Yes,Yes,No,No,No,None,1,260,11
"Ocean’s Mackerel Fillets with Black Olive, Red Pepper and Herbs",5,Sunflower/Rapeseed Oil,mackerel,Scotland,Ocean's,Yes,No,Spices,Yes,Yes,Unstated,125,4.41,No,No,No,Yes,Yes,No,No,No,No,None,1,290,13
Ocean’s Mackerel Fillets with Jalapeño,5,Sunflower Oil,mackerel,Scotland,Ocean's,Yes,No,Jalapeno Peppers,Yes,Yes,Unstated,125,4.41,No,No,No,No,No,No,No,No,No,None,1,210,9
Ocean’s Smoked Mackerel with Juniper and Coriander,6.5,Sunflower Oil,mackerel,Scotland,Ocean's,Yes,No,Juniper and Coriander Seed Oil,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,None,1,500,22
Ocean’s Smoked Peppered Mackerel,6.5,Sunflower Oil,mackerel,Scotland,Ocean's,Yes,No,Black Pepper,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,None,1,500,22
Ocean’s Sweet Smoked Mackerel,6.5,Sunflower Oil,mackerel,Scotland,Ocean's,Yes,Yes,Sweet Smoked,Yes,Yes,Unstated,110,3.88,Yes,No,No,No,No,No,No,No,No,None,1,600,26
Officer Smoked Cod Liver,5,None,cod,Denmark,Officer,Yes,No,None,,,Unstated,120,4.2,Yes,No,No,No,No,No,No,No,No,None,?,730,?
Ohotomorye Smoked Smelt (Korushka),8.5,Vegetable Oil,smelt,Russia,Ohotomorye,Yes,No,None,No,No,Unstated,175,6.17,Yes,No,No,No,No,No,No,No,No,None,?,?,?
Olasagasti Anchovies a la Basque (Donostiarra),12,Olive Oil,anchovy,Spain,Olasagasti,Yes,No,"Garlic, Chili",No,No,Unstated,190,6.7,No,No,No,Yes,Yes,No,No,No,No,None,1,980,43
Olasagasti Anchovy Fillets,11,Olive Oil,anchovy,Spain,Olasagasti,Yes,No,None,Yes,Yes,Unstated,48,1.69,No,No,No,No,No,No,No,No,No,None,2,855,37
Olasagasti Atun Claro (Yellowfin Tuna) in Olive Oil,10,Olive Oil,tuna,Spain,Olasagasti,Yes,No,None,,,,120,4.0,No,No,No,No,No,No,No,No,No,None,1,470,20
"Olasagasti Atun Rojo (Bluefin) in EVOO, Large Format",36,Olive Oil,tuna,Spain,Olasagasti,Yes,No,None,,,,270,9.5,No,No,No,No,No,No,No,No,No,None,3,401,17
"Olasagasti Bonito del Norte (Albacore) Loins in Olive Oil, Glass Jar",24,Olive Oil,tuna,Italy,Olasagasti,Yes,No,None,,,,,6.75,No,No,No,No,No,No,No,No,No,None,2,431,19
Olasagasti Bonito Del Norte in EVOO,13,Olive Oil,tuna,Spain,Olasagasti,Yes,No,None,,,,120,4.0,No,No,No,No,No,No,No,No,No,None,1,478,21
"Olasagasti Lomo de atún a la siciliana, en salsa tomates secos (Tuna Fillet in Sun-Dried Tomato Sauce)",13,Sunflower Oil,tuna,Italy,Olasagasti,Yes,Yes,"Tomato, Black Olives",,,Unstated,200,7.0,No,No,No,Yes,No,Yes,No,No,No,None,1,1000,43
"Olasagasti Lomo de atún a la toscana, con alubias blancas (Tuna Fillet a la Toscana (with white bean stew))",13,Olive Oil,tuna,Italy,Olasagasti,Yes,No,Toscana (white beans),,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,None,1,780,34
Olasagasti Lomo de atún con piperrada (Tuna Fillet with Basque Piperade),13,Olive Oil,tuna,Italy,Olasagasti,Yes,No,"Red and Yellow Pepper, Onion, Tomato",,,Unstated,190,6.67,No,No,No,No,No,Yes,No,No,No,None,1,240,10
Olasagasti Lomo de atún con pisto mediterráneo (Tuna Fillet with Mediterranean Ratatouille (Pisto)),13,Olive Oil,tuna,Italy,Olasagasti,Yes,Yes,"Eggplant, tomato, onion, olives",,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,None,1,520,23
Olasagasti Lomo de atún encebollado (Tuna Fillet with Sauteed Onion and Balsamic Vinegar),13,Olive Oil,tuna,Italy,Olasagasti,Yes,No,Onion,,,Unstated,200,7.0,No,No,No,No,No,No,No,No,No,None,1,900,39
Olasagasti Ventresca de Atun Claro (Yellowfin Tuna Belly) in Olive Oil,22,Olive Oil,tuna,Italy,Olasagasti,Yes,No,None,,,,120,4.2,No,No,No,No,No,No,No,No,No,None,2,323,14
Old Fisherman Roast Eel,3.5,Soy Sauce,eel,Taiwan,Old Fisherman,Yes,Yes,None,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,260,11
Old Fisherman Roast Eel Black Pepper,3.5,Canola Oil,eel,Taiwan,Old Fisherman,Yes,Yes,Black Pepper,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,210,9
Old Fisherman Roast Eel Chili,3.5,Soy Sauce,eel,Taiwan,Old Fisherman,Yes,Yes,Spiced/Spicy,No,Yes,Unstated,100,3.5,No,No,No,No,Yes,No,No,No,No,None,2,200,9
Old Fisherman Roasted Eel,3.5,Soy Sauce,eel,Taiwan,Old Fisherman,Yes,Yes,None,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,280,12
Old Fisherman Roasted Eel with Fermented Black Beans,3.5,Soy Sauce,eel,Taiwan,Old Fisherman,Yes,Yes,Fermented Black Beans,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,250,11
Old Fisherman Roasted Eel with Fermented Black Beans,3.5,Soy Sauce,eel,Taiwan,Old Fisherman,Yes,Yes,Fermented Black Beans,No,Yes,Unstated,100,3.5,No,No,No,No,No,No,No,No,No,None,2,250,11
Orpagu Swordfish Belly (Ventresca) in Olive Oil,22,Olive Oil,swordfish,Spain,Orpagu,Yes,No,None,,,,111,3.9,No,No,No,No,No,No,No,No,No,None,1,290,12
"Orpagu Swordfish Loin in Olive Oil, glass jar",32,Olive Oil,swordfish,Spain,Orpagu,Yes,No,None,,,,196,,No,No,No,No,No,No,No,No,No,None,2,230,10
Orpagu Tuna Belly (Ventresca) in Olive Oil,18,Olive Oil,tuna,Spain,Orpagu,Yes,No,None,,,,111,3.9,No,No,No,No,No,No,No,No,No,None,1,510,22
"Orpagu Tuna Loins in Olive Oil, glass jar",22,Olive Oil,tuna,Spain,Orpagu,Yes,No,None,,,,196,,No,No,No,No,No,No,No,No,No,None,2,210,9
"Ortiz Anchovy Fillets in Extra Virgin Olive Oil ""Antigua"" (Old Style, skin-on), jar",18,Extra Virgin Olive Oil,anchovy,Spain,Ortiz,Yes,No,None,Yes,No,Unstated,95,,No,No,No,No,No,No,No,No,Yes,None,3.5,880,37
"Ortiz Anchovy Fillets in Olive Oil, jar",19,Olive Oil,anchovy,Spain,Ortiz,Yes,No,None,Yes,Yes,Unstated,95,,No,No,No,No,No,No,No,No,No,None,3.5,830,36
"Ortiz Anchovy Fillets in Olive Oil, tin",8,Olive Oil,anchovy,Spain,Ortiz,Yes,No,None,Yes,Yes,Unstated,47.5,1.67,No,No,No,No,No,No,No,No,No,None,2,780,37
"Ortiz Bonito del Norte in Olive Oil, 112g Oval",11,Olive Oil,tuna,Spain,Ortiz,Yes,No,None,,,,112,3.95,No,No,No,No,No,No,No,No,No,None,1,280,12
